"model","checkpoint","pipeline","dataset","protocol","shots","seed","accuracy","macro_f1"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","MSTAR_SOC","linear","40","14","76.5","74.9"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","MSTAR_SOC","linear","40","15","77.4","75.6"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","MSTAR_SOC","linear","40","16","77.3","75.9"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","MSTAR_SOC","linear","40","17","75.7","74.2"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","MSTAR_SOC","linear","40","18","75.5","73.8"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","MSTAR_SOC","linear","40","19","78.7","77"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","0","79.8","66.7"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","1","75.7","62.8"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","2","80.1","68.1"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","3","80.5","68.6"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","5","80.6","68"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","6","82.7","69.5"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","7","78.1","67"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","8","84","72.5"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","9","82","70.7"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","10","80.8","66"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","11","82","68.5"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","12","81.1","67.8"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","13","80.8","70"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","14","80.8","69.1"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","15","78.7","66.8"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","16","79.5","65.5"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","17","78.4","64.1"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","18","83.1","71.5"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","10","19","78.2","65.5"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","20","0","83.4","72.1"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","20","1","82.7","70.2"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","20","2","81.4","69"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","20","3","83.9","72.9"
"phyd_best_ckpt300","runs/sarjepa_official_phyd_ft250_bs1024_lfst0p1_image_2xh200/checkpoint-300.pth","strict_official_downstream","New_FUSAR","finetune","20","4","83.3","71.7"
