"model","checkpoint","pipeline","dataset","protocol","shots","seed","accuracy","macro_f1"
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","20","12","79.3",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","20","13","79.8",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","20","14","75.5",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","20","15","75.7",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","20","16","77.6",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","20","17","79.1",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","20","18","76.5",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","20","19","77.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","0","80.9",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","1","82.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","2","82.8",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","3","79.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","4","82.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","5","84.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","6","83.7",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","7","83.9",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","8","82.7",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","9","83.5",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","10","81.8",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","11","83.8",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","12","83.9",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","13","85.2",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","14","83.9",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","15","82",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","16","84",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","17","83.1",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","18","81.6",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","finetune","40","19","83.6",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","0","71.7",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","1","68.3",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","2","71.5",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","3","71.7",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","4","69.1",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","5","73",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","6","73",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","7","72.2",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","8","71.8",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","9","75",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","10","71",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","11","72.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","12","72.2",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","13","70.3",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","14","73.1",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","15","67.5",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","16","68",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","17","67.3",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","18","69.9",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","10","19","74",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","New_FUSAR","linear","20","0","77.6",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","0","48.8",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","1","53",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","2","45.6",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","3","48.8",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","4","52.8",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","5","52",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","6","51.1",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","7","53.9",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","8","53.1",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","9","47.1",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","10","44.7",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","11","45.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","12","52",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","13","45.3",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","14","50.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","15","47.2",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","16","51.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","17","48.7",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","18","51.7",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","10","19","50.9",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","0","58.6",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","1","53.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","2","62.6",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","3","53.6",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","4","54.5",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","5","61.5",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","6","55.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","7","60.5",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","8","61",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","9","58",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","10","56.8",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","11","55",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","12","65.1",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","13","57.9",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","14","55.7",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","15","56.7",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","16","62.9",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","17","56.5",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","18","58.2",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","20","19","59.5",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","0","72.3",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","1","72.2",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","2","71.2",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","3","69.3",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","4","70.1",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","5","72",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","6","73.5",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","7","73.2",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","8","74.8",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","9","72.8",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","10","72.2",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","11","72.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","12","73.4",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","13","73.5",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","14","70.3",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","15","70.7",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","16","72.9",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","17","70.2",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","18","73",""
"phyd_ckpt250_historical","runs/sarjepa_official_phyd_2xh100/checkpoint-250.pth","legacy_downstream_not_strictly_comparable","SAR_ACD","finetune","40","19","72.6",""
